Vendor,Address,Second Address,City,Zip Code,County,Location
VONS #2066,18439 VENTURA BLVD,,TARZANA,91356,LOS ANGELES,"(34.168805, -118.53441)"
PAYLESS IGA MARKET #3,3505 SPANGLER LN,,COPPEROPOLIS,95228,CALAVERAS,"(37.938069, -120.60415)"
SMART & FINAL #459,2720 BEVERLY BLVD,,LOS ANGELES,90057,LOS ANGELES,"(34.070287, -118.27865)"
WINCO FOODS #66,42600 JACKSON ST,,INDIO,92203,RIVERSIDE,"(33.739494, -116.21385)"
SUPER X MARKET,N 1480 BEALE RD,,MARYSVILLE,95901,YUBA,"(39.126544, -121.56584)"
GONZALES MARKET,W 1335 GONZALES RD,,OXNARD,93030,VENTURA,"(34.219239, -119.19259)"
SAVE MART #066,1631 LANDER AVE,,TURLOCK,95380,STANISLAUS,"(37.477085, -120.85055)"
LA TIENDITA DE LINDA VISTA,2187 ULRIC ST,,SAN DIEGO,92111,SAN DIEGO,"(32.783722, -117.16925)"
TIENDA LATINA MARKET,S 10333 INGLEWOOD BLVD,,LENNOX,90304,LOS ANGELES,"(33.942399, -118.36134)"
LUCKY #768,15840 HESPERIAN BLVD,,SAN LORENZO,94580,ALAMEDA,"(37.681676, -122.12812)"
R-RANCH MARKET #14,W 5212 ADAMS BLVD,,LOS ANGELES,90016,LOS ANGELES,"(34.031765, -118.35599)"
FAMILY DISCOUNT,11391 CEDAR AVE,B,BLOOMINGTON,92316,SAN BERNARDINO,"(34.046832, -117.39598)"
SMART & FINAL #444,W 4550 PICO BLVD,STE D303,LOS ANGELES,90019,LOS ANGELES,"(34.048722, -118.33572)"
VALLARTA SUPERMARKET #35,E 1357 LOS ANGELES AVE,,SIMI VALLEY,93065,VENTURA,"(34.273603, -118.7735)"
VONS #3075,1129 FAIR OAKS AVE,,SOUTH PASADENA,91030,LOS ANGELES,"(34.112869, -118.15109)"
LUCKY #778,19181 SONOMA HWY,,SONOMA,95476,SONOMA,"(38.300289, -122.47697)"
SMART & FINAL #337,S 8137 VERMONT AVE,,LOS ANGELES,90044,LOS ANGELES,"(33.964697, -118.29217)"
LUCKY #712,34101 FREMONT BLVD,,FREMONT,94555,ALAMEDA,"(37.576629, -122.04436)"
SAVE MART #602,W 146 EAST AVE,,CHICO,95926,BUTTE,"(39.756175, -121.86242)"
SAVE MART #096,9600 HAGEMAN RD,,BAKERSFIELD,93312,KERN,"(35.399567, -119.10842)"
SAVE MART #083,W 5203 WALNUT AVE,,VISALIA,93277,TULARE,"(36.31124, -119.3484)"
FOOD MAXX #460,1539 PARKMOOR AVE,,SAN JOSE,95128,SANTA CLARA,"(37.317542, -121.91556)"
VICTORIA MARKET,S 11149 VERMONT ST,,LOS ANGELES,90044,LOS ANGELES,"(33.933728, -118.29192)"
FOOD MAXX #407,1845 COUNTRYSIDE LN,,TURLOCK,95380,STANISLAUS,"(37.509436, -120.87645)"
SUPERIOR GROCERS #102,S 7316 COMPTON AVE,,LOS ANGELES,90001,LOS ANGELES,"(33.973814, -118.24767)"
ISLAND COVE MARKET,150 4TH ST,1,SAN FRANCISCO,94130,SAN FRANCISCO,"(37.784066, -122.40373)"
FAMILY NUTRITION #2,S 2835 BRISTOL ST,UNIT C,SANTA ANA,92707,ORANGE,"(33.709008, -117.88544)"
SHOP RITE SUPERMARKET,5800 BANCROFT AVE,,OAKLAND,94605,ALAMEDA,"(37.771088, -122.19304)"
VALLARTA SUPERMARKETS #25,3425 WHITTIER BLVD,,LOS ANGELES,90023,LOS ANGELES,"(34.027825, -118.20019)"
SUPERIOR GROCERS #101,S 10211 AVALON BLVD,,LOS ANGELES,90003,LOS ANGELES,"(33.943674, -118.26514)"
PAVILIONS #2233,7 PENINSULA CENTER,,ROLLING HILLS ESTATE,90274,LOS ANGELES,"(33.775855, -118.37646)"
SMART & FINAL #521,2744 CANYON SPRINGS PKWY,,RIVERSIDE,92507,RIVERSIDE,"(33.940501, -117.28145)"
SMART & FINAL #421,1700 HIGH ST,,DELANO,93215,KERN,"(35.777719, -119.24872)"
TOP VALU #09,421 PACIFIC AVE,,LONG BEACH,90802,LOS ANGELES,"(33.772003, -118.19412)"
LA SUPERIOR SUPERMERCADOS,1536 WATERLOO RD,,STOCKTON,95205,SAN JOAQUIN,"(37.972291, -121.26838)"
RIVER ROAD MARKET,704 RIVER RD,,MODESTO,95351,STANISLAUS,"(37.62607, -120.98436)"
FIESTA FOOD MARKET,1400 PADRE ST,,BAKERSFIELD,93307,KERN,"(35.351364, -118.98481)"
WINCO FOODS #71,W 4602 FLORIDA AVE,,HEMET,92545,RIVERSIDE,"(33.745297, -117.02139)"
MOMMY'S NUTRITIONAL CENTER,E 125 ANAHEIM ST,STE F  G  H,WILMINGTON,90744,LOS ANGELES,"(33.780034, -118.2614)"
STOP-N-SHOP,E 846 6TH ST,STE E,BEAUMONT,92223,RIVERSIDE,"(33.929542, -116.97062)"
NORTHGATE MARKET #22,W 1320 FRANCISQUITO AVE,,WEST COVINA,91790,LOS ANGELES,"(34.052631, -117.95443)"
LA NUEVA MICHOACANA MEAT MKT &,3793 NATIONAL AVE,,SAN DIEGO,92113,SAN DIEGO,"(32.695668, -117.11283)"
SUPER MERCADO LAS PALMAS,W 1405 SHIELDS,,FRESNO,93705,FRESNO,"(36.779299, -119.82781)"
VONS #2110,715 PIER AVE,,HERMOSA BEACH,90254,LOS ANGELES,"(33.865658, -118.39447)"
VONS #3083,N 301 PASS AVE,,BURBANK,91505,LOS ANGELES,"(34.154841, -118.34625)"
LUCKY #730,2355 CALIFORNIA BLVD,,NAPA,94558,NAPA,"(38.306883, -122.30237)"
R-RANCH MARKET #6,N 1800-1900 LONG BEACH BLVD,,COMPTON,90221,LOS ANGELES,"(33.898573, -118.20812)"
SHOP N QUICK,E 3564 BELMONT,,FRESNO,93702,FRESNO,"(36.750407, -119.76481)"
MOMMY'S NUTRITIONAL CENTER,E 1136 17TH ST,,SANTA ANA,92706,ORANGE,"(33.759872, -117.85487)"
SUPER CHAVEZ MARKET,S 1420 STATE ST,,UKIAH,95482,MENDOCINO,"(39.127644, -123.20491)"
MAZE BUDGET MEATS,125 MAZE BLVD,,MODESTO,95340,STANISLAUS,"(37.638586, -121.00804)"
11-C SUPERMARKET,661 ROBERT'S LN,,BAKERSFIELD,93308,KERN,"(35.408042, -119.03373)"
WINCO FOODS #54,8701 GREENBACK LN,,ORANGEVALE,95662,SACRAMENTO,"(38.679515, -121.23375)"
GONZALEZ MARKET #2,W 2230 VALENCIA DR,,FULLERTON,92833,ORANGE,"(33.866262, -117.96779)"
BABY'S FIRST STEPS NUTRITION,1828 BLOSSOM ST,,DOS PALOS,93620,MERCED,"(36.986029, -120.62585)"
LUCKY #721,2000 PORTOLA AVE,,LIVERMORE,94550,ALAMEDA,"(37.691196, -121.77442)"
SMART & FINAL #391,E 217 GUTIERREZ ST,,SANTA BARBARA,93101,SANTA BARBARA,"(34.418939, -119.69193)"
TWENTYNINE PALMS COMMISSARY,BUILDING 1025,,TWENTYNINE PALMS,92278,SAN BERNARDINO,"(39.953723, -83.102513)"
SMART & FINAL #380,N 1180 MAIN ST,,BISHOP,93514,INYO,"(37.37341, -118.39453)"
MUIR WAY MARKET,2736 MUIR WAY,,SACRAMENTO,95818,SACRAMENTO,"(38.559453, -121.50498)"
LUCKY #726,45 MURCHISON DR,,MILLBRAE,94030,SAN MATEO,"(37.596237, -122.38633)"
EL PICADOR FOODS,3702 DEL SOL BLVD,STE B,SAN DIEGO,92154,SAN DIEGO,"(32.573787, -117.0555)"
SMART & FINAL #308,W 160 WILLOW ST,,POMONA,91768,LOS ANGELES,"(34.078583, -117.75382)"
BASIC ESSENTIALS #1,1430 MAIN ST,,DELANO,93215,KERN,"(35.775428, -119.24672)"
MOE'S DISCOUNT STORE,3318 NILES ST,,BAKERSFIELD,93306,KERN,"(35.376209, -118.94383)"
CASA LUCAS MARKET,2934 24TH ST,,SAN FRANCISCO,94110,SAN FRANCISCO,"(37.752937, -122.41062)"
SAV MOR MARKET,7128 HUGHSON AVE,,HUGHSON,95326,STANISLAUS,"(37.596471, -120.86363)"
QUIK FOODS & U-BAKE PIZZA,E 4204 OLIVE AVE,,FRESNO,93702,FRESNO,"(36.757496, -119.75412)"
CARNICERIA LA FAMOSA,W 397 HIGHLAND AVE,,SAN BERNARDINO,92405,SAN BERNARDINO,"(34.135975, -117.29181)"
SUPERIOR GROCERS #129,W 133 AVENUE 45,,LOS ANGELES,90065,LOS ANGELES,"(34.097132, -118.20784)"
EL TORO MARKET #5,S 670 STATE ST,,SAN JACINTO,92583,RIVERSIDE,"(33.780506, -116.97189)"
MARIA'S MARKET AND DELI,7229 INTERNATIONAL BLVD,,OAKLAND,94621,ALAMEDA,"(37.759549, -122.18794)"
LUCKY #718,1590 SYCAMORE AVE,,HERCULES,94547,CONTRA COSTA,"(38.007615, -122.27072)"
TIPTON FOOD CENTER,E 321 KLINDERA ST,,TIPTON,93272,TULARE,"(36.059755, -119.30952)"
VALLARTA SUPERMARKETS #4,E 440 PALMDALE BLVD,,PALMDALE,93550,LOS ANGELES,"(34.579276, -118.12228)"
LOS PRIMOS MARKET & PRODUCE,2571 RUMRILL BLVD,,SAN PABLO,94806,CONTRA COSTA,"(37.967993, -122.34774)"
SUPERIOR GROCERS #130,W 1108 SECOND ST,,SAN BERNARDINO,92410,SAN BERNARDINO,"(34.102965, -117.30807)"
MILLER'S MARKET,2985 C ST,,SAN DIEGO,92102,SAN DIEGO,"(32.716624, -117.12984)"
VONS #3138,W 16550 SOLEDAD CANYON RD,,SANTA CLARITA,91351,LOS ANGELES,"(34.416396, -118.45413)"
VONS #2413,5610 LAKE ISABELLA BLVD,,LAKE ISABELLA,93240,KERN,"(35.622311, -118.47398)"
FOOD 4 LESS,N 2025 DINUBA BLVD,,VISALIA,93291,TULARE,"(36.348385, -119.29815)"
GREEN DAIRY,S 6400 WESTERN AVE,,LOS ANGELES,90047,LOS ANGELES,"(33.981148, -118.30846)"
VONS #2169,W 435 FOOTHILL BLVD,,GLENDORA,91741,LOS ANGELES,"(34.137091, -117.87167)"
SMART & FINAL #592,8956 WARNER WAY,,FOUNTAIN VALLEY,92708,ORANGE,"(33.715728, -117.97268)"
VALLARTA SUPERMARKET #14,W 1801 AVENUE I,,LANCASTER,93534,LOS ANGELES,"(34.704736, -118.16365)"
EL POTRILLO MARKET,W 4151 3RD ST,STE D,LOS ANGELES,90020,LOS ANGELES,"(34.069218, -118.30466)"
S-MART FOODS #039,4725 QUAIL LAKES DR,,STOCKTON,95207,SAN JOAQUIN,"(37.986428, -121.34226)"
LIM HALL LITTLE FARMERS MARKET,4471 OLIVEHURST AVE,,OLIVEHURST,95961,YUBA,"(39.083572, -121.55133)"
SANDY'S MARKET,85 GROVE AVE,,UPLAND,91786,SAN BERNARDINO,"(34.094747, -117.62883)"
GUADALAJARA MARKET,829 BORREGAS AVE,,SUNNYVALE,94086,SANTA CLARA,"(37.397001, -122.02286)"
VALLARTA SUPERMARKETS #11,21208 SHERMAN WAY,,CANOGA PARK,91303,LOS ANGELES,"(34.200599, -118.59486)"
KINGSBURG SUPER MARKET,1367 MARION ST,,KINGSBURG,93631,FRESNO,"(36.513364, -119.55133)"
EL CANEY MARKET,4600 MAPLEWOOD AVE,,LOS ANGELES,90004,LOS ANGELES,"(34.079708, -118.30475)"
SMART & FINAL #437,W 39212 10TH ST,,PALMDALE,93551,LOS ANGELES,"(34.595716, -118.14753)"
SAVE MART #386,N 1172 MAIN ST,,MANTECA,95336,SAN JOAQUIN,"(37.813248, -121.21546)"
SMART & FINAL #385,1425 MARTIN L. KING JR. WAY,,MERCED,95340,MERCED,"(37.297541, -120.48201)"
BIG POTATO MARKET,S 6947 ELM AVE,,FRESNO,93706,FRESNO,"(36.635002, -119.79084)"
AMIGOS MEAT MARKET,829 HIGHWAY 46,,WASCO,93280,KERN,"(35.601229, -119.33462)"
LUCKY #722,1951 HOLMES ST,,LIVERMORE,94550,ALAMEDA,"(37.661949, -121.78032)"
AMIGOS NUTRITION CENTER #2,E 336 ORANGE GROVE BLVD,,PASADENA,91104,LOS ANGELES,"(34.15786, -118.14345)"
EL MERCADO DEL PUEBLO,12760 RAMONA BLVD,,BALDWIN PARK,91706,LOS ANGELES,"(34.078328, -117.99364)"
MOM & BABY NUTRITIONAL,11230 GARVEY AVE,STE K,EL MONTE,91733,LOS ANGELES,"(34.062427, -118.03097)"
FONTANA RANCH MARKET,15324 MERRILL AVE,STE A,FONTANA,92335,SAN BERNARDINO,"(34.09251, -117.47074)"
VONS #2348,2606 DEL MAR HEIGHTS RD,,DEL MAR,92014,SAN DIEGO,"(32.951276, -117.24677)"
FOOD MAXX #402,4128 CHESTER AVE,,BAKERSFIELD,93301,KERN,"(35.397774, -119.01829)"
LOLA'S MARKET,N 241 MCDOWELL BLVD,,PETALUMA,94954,SONOMA,"(38.251498, -122.62998)"
MAR-VAL FOOD STORE #7,29424 AUBERRY RD,UNIT 125,PRATHER,93651,FRESNO,"(37.037354, -119.51675)"
SAVE MART #627,11399 DEERFIELD DR,,TRUCKEE,96161,NEVADA,"(39.319307, -120.2091)"
FASTRIP FOOD STORE #44,466 CECIL AVE,,DELANO,93215,KERN,"(35.775577, -119.25354)"
FOOD MAXX #450,S 2440 BROADWAY,,SANTA MARIA,93454,SANTA BARBARA,"(34.91521, -120.43463)"
FOOD MAXX #468,605 ROHNERT PARK EXPY  W,,ROHNERT PARK,94928,SONOMA,"(38.348372, -122.72443)"
SMART & FINAL #455,1560 CANYON DEL REY BLVD,,SEASIDE,93955,MONTEREY,"(36.608407, -121.85648)"
VILLALOBOS MEAT MARKET,5244 SANTA MONICA BLVD,,LOS ANGELES,90029,LOS ANGELES,"(34.090796, -118.30473)"
FOOD MAXX #417,10950 INTERNATIONAL BLVD,,OAKLAND,94603,ALAMEDA,"(37.737152, -122.16354)"
ARVIN MARKET,687 WALNUT DR,,ARVIN,93203,KERN,"(35.201633, -118.83784)"
SMART & FINAL #428,W 1855 GLENOAKS BLVD,,GLENDALE,91201,LOS ANGELES,"(34.17466, -118.2923)"
SAVE MART #654,909 SIERRA ST,,KINGSBURG,93631,FRESNO,"(36.51819, -119.55779)"
LAS PLAYAS MEAT MARKET,W 541 HUENEME RD,,OXNARD,93033,VENTURA,"(34.147948, -119.18325)"
VONS #2688,6170 HAMNER AVE,,MIRA LOMA,91752,RIVERSIDE,"(33.976532, -117.55715)"
VONS #2275,410 MANHATTAN BEACH BLVD,,MANHATTAN BEACH,90266,LOS ANGELES,"(33.88506, -118.40785)"
VONS #2162,W 1440 25TH ST,,SAN PEDRO,90732,LOS ANGELES,"(33.722968, -118.31088)"
LA PRINCESA MARKET #5,1260 MAIN ST,,WATSONVILLE,95076,SANTA CRUZ,"(36.917076, -121.77075)"
VONS #2103,5600 SANTA ANA CANYON ROAD,,ANAHEIM,92807,ORANGE,"(33.851296, -117.79231)"
GARCIA'S MARKET,10904 MAIN ST,,LAMONT,93241,KERN,"(35.255915, -118.91477)"
GEIGER'S LONG VALLEY MARKET,44951 HIGHWAY 101,,LAYTONVILLE,95454,MENDOCINO,"(39.687388, -123.48204)"
LUCKY #731,1312 TRANCAS ST,,NAPA,94558,NAPA,"(38.322827, -122.3004)"
HOOVER RANCH MARKET,S 2301 HOOVER ST,,LOS ANGELES,90007,LOS ANGELES,"(34.034978, -118.28436)"
WINCO FOODS #63,N 2400 PARK BLVD,,PITTSBURG,94565,CONTRA COSTA,"(38.011252, -121.85782)"
VONS #2039,19333 VICTORY BLVD,,RESEDA,91335,LOS ANGELES,"(34.187769, -118.55445)"
SMART & FINAL #353,17000 FOOTHILL BLVD,,FONTANA,92335,SAN BERNARDINO,"(34.10722, -117.43314)"
SMART & FINAL #408,E 1337 4TH ST,,ONTARIO,91764,SAN BERNARDINO,"(34.077643, -117.62693)"
PAVILIONS #2226,14845 VENTURA BLVD,,SHERMAN OAKS,91403,LOS ANGELES,"(34.152266, -118.45677)"
WINCO FOODS #46,12880 DAY ST,,MORENO VALLEY,92553,RIVERSIDE,"(33.933676, -117.27554)"
S-MART FOODS #334,3215 PACIFIC AVE,,STOCKTON,95204,SAN JOAQUIN,"(37.977702, -121.3054)"
NORTHGATE MARKET #20,3828 PECK RD,,EL MONTE,91732,LOS ANGELES,"(34.075062, -118.02132)"
TOWN & COUNTRY MARKET,E 121 GRANT AVE,,WINTERS,95694,YOLO,"(38.527892, -121.96541)"
TED'S QUALITY MARKET,2514 DURFEE AVE,,EL MONTE,91732,LOS ANGELES,"(34.052042, -118.02136)"
SMART & FINAL #453,S 1840 NORFOLK ST,,SAN MATEO,94403,SAN MATEO,"(37.555634, -122.29331)"
NORTHGATE MARKET #10,6801 ATLANTIC AVE,,BELL,90201,LOS ANGELES,"(33.974263, -118.18823)"
LUCKY #763,844 BLOSSOM HILL RD,,SAN JOSE,95123,SANTA CLARA,"(37.250246, -121.85595)"
MI RANCHO,2355 FLORIN RD,,SACRAMENTO,95822,SACRAMENTO,"(38.496836, -121.48343)"
QWIK-SERV MARKET,22025 HIGHWAY 33,,CROWS LANDING,95313,STANISLAUS,"(37.392966, -121.07193)"
VALLARTA SUPERMARKET #40,S 2705 H ST,,BAKERSFIELD,93304,KERN,"(35.330309, -119.02283)"
R & G'S FOOD BASKET,14407 PIONEER BLVD,,NORWALK,90650,LOS ANGELES,"(33.900015, -118.08307)"
AIRPORT MARKET,1609 MONTEREY AVE,,MODESTO,95354,STANISLAUS,"(37.627494, -120.96985)"
MAXX VALUE FOODS #250,415 PARADISE RD,,MODESTO,95351,STANISLAUS,"(37.627454, -121.01233)"
GREEN RANCHO MARKET,N 837 WILMINGTON BLVD,,WILMINGTON,90744,LOS ANGELES,"(33.780499, -118.27475)"
WINCO FOODS #53,200 BLUE RAVINE RD,,FOLSOM,95630,SACRAMENTO,"(38.655716, -121.17571)"
VONS #2376,E 1270 MAIN ST,,BARSTOW,92311,SAN BERNARDINO,"(34.895945, -117.0084)"
VONS #2167,N 350 LEMON AVE,,WALNUT,91789,LOS ANGELES,"(34.019469, -117.86437)"
VONS #2598,3233 FOOTHILL BLVD,,LA CRESCENTA,91214,LOS ANGELES,"(34.230769, -118.24916)"
BELMONT NUTRITION STORE,E 911 BELMONT AVE,,FRESNO,93701,FRESNO,"(36.750619, -119.79989)"
SMART & FINAL #423,9062 ADAMS AVE,,HUNTINGTON BEACH,92646,ORANGE,"(33.671508, -117.96974)"
VONS #2323,7544 GIRARD AVE,,LA JOLLA,92037,SAN DIEGO,"(32.841015, -117.27307)"
EL REY MARKET,W 1471 JEFFERSON BLVD,,LOS ANGELES,90007,LOS ANGELES,"(34.025722, -118.29951)"
SOTO'S PRODUCE MARKET,E 4900 ROSECRANS AVE,,COMPTON,90221,LOS ANGELES,"(33.903335, -118.18917)"
SUPERIOR GROCERS #125,12375 CENTRAL AVE,,CHINO,91710,SAN BERNARDINO,"(34.027624, -117.6882)"
LUCKY #710,919 EDGEWATER BLVD,,FOSTER CITY,94404,SAN MATEO,"(37.545022, -122.27181)"
FARMER'S MARKET,S 246 ALTA ST,,GONZALES,93926,MONTEREY,"(36.503124, -121.4411)"
SAN DIEGO MARKET,S 1131 UNION AVE,,LOS ANGELES,90015,LOS ANGELES,"(34.046907, -118.27577)"
VONS #2859,453 SANTA FE DR,,ENCINITAS,92024,SAN DIEGO,"(33.034822, -117.28253)"
SAVE MART #604,1900 ANDERSON RD,,DAVIS,95616,YOLO,"(38.559733, -121.75782)"
APPLE TREE MARKET II,1556 3RD AVE,,CHULA VISTA,91911,SAN DIEGO,"(32.599247, -117.06452)"
SAVE MORE MARKET,2030 G ST,,MERCED,95340,MERCED,"(37.302607, -120.47356)"
SMART & FINAL #458,2775 PACIFIC COAST HWY,,TORRANCE,90505,LOS ANGELES,"(33.793492, -118.33511)"
SAVE MART #019,E 4041 ASHLAN AVE,,FRESNO,93726,FRESNO,"(36.795079, -119.75653)"
MERCADO TRES AMIGOS,N 2337 SIERRA WAY,,SAN BERNARDINO,92405,SAN BERNARDINO,"(34.136955, -117.28472)"
SMART & FINAL #441,249 KENWOOD WAY,,SO SAN FRANCISCO,94080,SAN MATEO,"(37.64201, -122.42607)"
SUPERMERCADO MI TIERRA #6,175 BELVEDERE ST,,SAN RAFAEL,94901,MARIN,"(37.964032, -122.50825)"
LA POSTA MARKET,2796 K ST,,SAN DIEGO,92102,SAN DIEGO,"(32.708675, -117.13398)"
BABY NUTRITIONAL CARE #20,W 213 WINTON AVE,,HAYWARD,94540,ALAMEDA,"(37.65867, -122.0958)"
SMART & FINAL #407,8481 AUBURN BLVD,,CITRUS HEIGHTS,95610,SACRAMENTO,"(38.720517, -121.29103)"
PAVILIONS #2105,4365 GLENCOE AVE,,MARINA DEL REY,90292,LOS ANGELES,"(33.985192, -118.43939)"
SMART & FINAL #306,S 28500 WESTERN AVE,,RANCHO PALOS VERDES,90275,LOS ANGELES,"(33.760863, -118.31163)"
FOODS CO #351,345 WILLIAMS AVE,,SAN FRANCISCO,94124,SAN FRANCISCO,"(37.729784, -122.39931)"
AMIGO MARKET,S 36240 LASSEN AVE,,HURON,93234,FRESNO,"(36.206989, -120.10338)"
SMART & FINAL #367,N 114 AZUSA AVE,,COVINA,91722,LOS ANGELES,"(34.08683, -117.90659)"
FOOD MAXX #415,N 1833 TEXAS ST,,FAIRFIELD,94533,SOLANO,"(38.263825, -122.03559)"
NORTHGATE MARKET #04,E 9101 TELEGRAPH RD,,PICO RIVERA,90660,LOS ANGELES,"(33.959884, -118.10847)"
EASY WAY MARKET,3435 PIONEER DR,,BAKERSFIELD,93306,KERN,"(35.368447, -118.94119)"
SUPERMERCADO LOS TITOS,E 2481 MAIN ST,,STOCKTON,95205,SAN JOAQUIN,"(37.95469, -121.24846)"
JUST RITE MARKET,926 CHANNING WAY,,BERKELEY,94710,ALAMEDA,"(37.861997, -122.29336)"
SAVE MART #103,E 1225 ROBERTSON BLVD,,CHOWCHILLA,93610,MADERA,"(37.116235, -120.26846)"
MOM AND BABY NUTRITION,W 431 13TH AVE,F,ESCONDIDO,92025,SAN DIEGO,"(33.108147, -117.07809)"
VALLARTA SUPERMARKET #37,W 2394 LINCOLN AVE,,ANAHEIM,92801,ORANGE,"(33.831357, -117.96705)"
SMART & FINAL #438,355 BAYSHORE BLVD,,SAN FRANCISCO,94124,SAN FRANCISCO,"(37.742036, -122.4059)"
SMART & FINAL #406,6340 STOCKTON BLVD,,SACRAMENTO,95824,SACRAMENTO,"(38.511772, -121.43711)"
R & S MINI MART,N 1334 FIRST ST,,FRESNO,93703,FRESNO,"(36.760217, -119.77215)"
FOOD 4 LESS,2819 HIGHLAND AVE,,SELMA,93662,FRESNO,"(36.574656, -119.62877)"
VONS #2254,W 311 LOS FELIZ BLVD,,GLENDALE,91204,LOS ANGELES,"(34.128637, -118.2585)"
OK MARKET & PERFUME OIL,S 1141 MYRTLE AVE,,INGLEWOOD,90301,LOS ANGELES,"(33.947422, -118.34936)"
A.C. MARKET,1145 PARK BLVD,,ORANGE COVE,93646,FRESNO,"(36.624299, -119.31974)"
PEREZ MARKET,9790 JURUPA RD,,RIVERSIDE,92509,RIVERSIDE,"(33.994101, -117.49658)"
SAVE MART #619,7960 GERBER RD,,SACRAMENTO,95828,SACRAMENTO,"(38.48083, -121.40979)"
CORKY'S MARKET,E 2401 15TH ST,,LONG BEACH,90804,LOS ANGELES,"(33.786229, -118.16322)"
VONS #2268,S 1430 FAIRFAX AVE,,LOS ANGELES,90019,LOS ANGELES,"(34.050463, -118.36621)"
COMMONWEALTH MINI MARKET,W 3501 COMMONWEALTH AVE,,FULLERTON,92833,ORANGE,"(33.870291, -117.97377)"
VIVA MARKET,2031 MISSION AVE,,OCEANSIDE,92058,SAN DIEGO,"(33.204821, -117.36352)"
SAVE MART #605,9160 ELK GROVE FLORIN RD,,ELK GROVE,95624,SACRAMENTO,"(38.424821, -121.37272)"
MICHOACAN MEAT MARKET,5137 COMPTON AVE,,LOS ANGELES,90011,LOS ANGELES,"(33.995918, -118.24799)"
FIESTA FOODS AND MEAT MARKET,1631 BEALE AVE,,BAKERSFIELD,93305,KERN,"(35.385143, -118.98612)"
SMART & FINAL #354,15111 BEAR VALLEY RD,,HESPERIA,92345,SAN BERNARDINO,"(34.469981, -117.33366)"
VONS #1738,N 729 H ST,,LOMPOC,93436,SANTA BARBARA,"(34.649593, -120.45777)"
LUCKY #708,660 SAN RAMON VALLEY RD,,DANVILLE,94526,CONTRA COSTA,"(37.813687, -121.9958)"
SAVE MART #045,W 900 HENDERSON AVE,,PORTERVILLE,93257,TULARE,"(36.082053, -119.0364)"
ORIENT MARKET,254 BROADWAY AVE,,ATWATER,95301,MERCED,"(37.342392, -120.59827)"
VONS #1674,4033 LAUREL CANYON BLVD,,STUDIO CITY,91604,LOS ANGELES,"(34.144613, -118.39617)"
SMART & FINAL #373,11110 RAMONA BLVD,,EL MONTE,91731,LOS ANGELES,"(34.07286, -118.03154)"
LA PRESA MARKET,9307 JAMACHA BLVD,,SPRING VALLEY,91977,SAN DIEGO,"(32.707686, -116.99967)"
LA RAZA MARKET,702 BERNARD ST,,BAKERSFIELD,93305,KERN,"(35.3905, -118.98788)"
VONS #2136,8310 MIRA MESA BLVD,,SAN DIEGO,92126,SAN DIEGO,"(32.915265, -117.14493)"
4TH STREET MARKET,307 4TH ST,,BAKERSFIELD,93304,KERN,"(35.36043, -119.00543)"
7 STAR MINI MART,E 4595 CLINTON,,FRESNO,93703,FRESNO,"(36.772283, -119.74557)"
ABC FOODS,2400 WIBLE RD,STE 4,BAKERSFIELD,93304,KERN,"(35.332871, -119.03849)"
SAVE MART #078,E 1107 CHAMPLAIN DR,,FRESNO,93720,FRESNO,"(36.870791, -119.76493)"
NORTHGATE MARKET #30,S 1346 MISSION RD,,FALLBROOK,92028,SAN DIEGO,"(33.36848, -117.24982)"
LA MEXICANA SUPER MEAT MARKET,3332 DELAWARE AVE,,STOCKTON,95204,SAN JOAQUIN,"(37.971998, -121.33308)"
FOOD MAXX #466,1370 FITZGERALD DR,,PINOLE,94564,CONTRA COSTA,"(37.987606, -122.31148)"
SUPERIOR GROCERS #128,14433 RAMONA BLVD,,BALDWIN PARK,91706,LOS ANGELES,"(34.086814, -117.95949)"
FOODS ETC.,15290 LAKESHORE DR,,CLEARLAKE,95422,LAKE,"(38.949962, -122.6264)"
YUCA'S MARKET,11300 VANOWEN ST,,NORTH HOLLYWOOD,91605,LOS ANGELES,"(34.19362, -118.37718)"
SAVE MART #036,W 715 GRANGEVILLE BLVD,,HANFORD,93230,KINGS,"(36.34137, -119.65619)"
FOOD MAXX #459,1355 SHAW AVE,,CLOVIS,93612,FRESNO,"(36.808671, -119.69149)"
R-N MARKET,E 555 ELM ST,,COALINGA,93210,FRESNO,"(36.14437, -120.3559)"
VONS #2301,E 817 MAIN ST,,SANTA MARIA,93454,SANTA BARBARA,"(34.953534, -120.42402)"
VONS #2053,3645 MIDWAY DR,,SAN DIEGO,92110,SAN DIEGO,"(32.751393, -117.21716)"
SENTER FOOD,3975 SENTER RD,,SAN JOSE,95111,SANTA CLARA,"(37.283779, -121.82436)"
SMART & FINAL #466,7117 BROADWAY,,LEMON GROVE,91945,SAN DIEGO,"(32.742023, -117.04477)"
PETER PAN MARKET,W 2791 PICO BLVD,,LOS ANGELES,90006,LOS ANGELES,"(34.047526, -118.30015)"
MI FAMILIA MARKET,2565 KILBURN AVE,,NAPA,94558,NAPA,"(38.29454, -122.30361)"
GENERAL FOOD STORE,N 211 VALENCIA BLVD,,WOODLAKE,93286,TULARE,"(36.416214, -119.09929)"
VONS #2034,13730 FOOTHILL BLVD,,SYLMAR,91342,LOS ANGELES,"(34.309064, -118.43238)"
